[Form_World].LT_4;The faction changed the ventilation status in the territory of %s location %s
[Form_World].FilterHint_6;Biological hazard
[Form_ZonaMenu].FT_11;, there is a ventilation control panel
[Form_ZonaMenu].FHint9;The presence of a lethal level of biological hazard
[Form_ZonaMenu].BTNHint9;Manage ventilation status
[Form_PsyControl].TitleText;Actions with ventilation
[Form_PsyControl].LT_2;Ventilation status: %s
[Form_PsyControl].LT_3;You can turn the ventilation on and off. The cost is %s CR. Keep in mind that hazardous air can affect not only this area but also neighboring ones. Be prepared for unpredictable changes!
[Form_PsyControl].FT_1;You cannot turn the ventilation on or off. Be aware that hazardous air can affect not only this area but also others. Be careful!
[Form_PsyControl].FT_2;Turned off
[Form_PsyControl].FT_3;Turned on
[Buttons].BTN_PsyControl.Text;Ventilation
[Advisors.Advisor-Mutants-1].Name;Unknown
[Advisors.Advisor-Stalkers-1].Name;Unknown
[Advisors.Advisor-Bandits-1].Name;Unknown
[Advisors.Advisor-Mercenaries-1].Name;Unknown
[Advisors.Advisor-Zombie-1].Name;Unknown
[Advisors.Advisor-Mutants-KolRazum].Name;Collective mind
[Advisors.Advisor-Stalkers-Azot].Name;Nitro
[Advisors.Advisor-Stalkers-Senka].Name;Senka
[Advisors.Advisor-Stalkers-Boroda].Name;Beard
[Advisors.Advisor-Stalkers-Vano].Name;Vano
[Advisors.Advisor-Stalkers-Vobla].Name;Tuna
[Advisors.Advisor-Stalkers-Gavaec].Name;Hawaiian
[Advisors.Advisor-Stalkers-Garmata].Name;Garmata
[Advisors.Advisor-Stalkers-Gluhar].Name;Grouse
[Advisors.Advisor-Stalkers-Gonta].Name;Gonta
[Advisors.Advisor-Stalkers-Greben].Name;Crest
[Advisors.Advisor-Stalkers-Zveroboy].Name;Trapper
[Advisors.Advisor-Stalkers-Zulus].Name;Zulu
[Advisors.Advisor-Stalkers-Kardan].Name;Cardan
[Advisors.Advisor-Stalkers-Koryaga].Name;Snag
[Advisors.Advisor-Stalkers-Kostropav].Name;Bonesetter
[Advisors.Advisor-Stalkers-Krab].Name;Crab
[Advisors.Advisor-Stalkers-Kuvalda].Name;Sledgehammer
[Advisors.Advisor-Stalkers-Locman].Name;Pilot
[Advisors.Advisor-Stalkers-Medved].Name;Bear
[Advisors.Advisor-Stalkers-Mityai].Name;Mitay
[Advisors.Advisor-Stalkers-Noy].Name;Noah
[Advisors.Advisor-Stalkers-Petruha].Name;Petruha
[Advisors.Advisor-Stalkers-Spartak].Name;Spartacus
[Advisors.Advisor-Stalkers-Sych].Name;Owl
[Advisors.Advisor-Stalkers-Torba].Name;Torba
[Advisors.Advisor-Stalkers-Tremor].Name;Tremor
[Advisors.Advisor-Stalkers-Shilo].Name;Awl
[Advisors.Advisor-Bandits-Valet].Name;Jack
[Advisors.Advisor-Bandits-Gnom].Name;Gnome
[Advisors.Advisor-Bandits-Kastet].Name;Knuckles
[Advisors.Advisor-Bandits-Sultan].Name;Sultan
[Advisors.Advisor-Bandits-Shishak].Name;Shishak
[Advisors.Advisor-Bandits-Babtist].Name;Baptist
[Advisors.Advisor-76].Name;Hook
[Advisors.Advisor-77].Name;Hatchet
[Advisors.Advisor-78].Name;Vulture
[Advisors.Advisor-79].Name;Lawn
[Advisors.Advisor-80].Name;Corpse
[Advisors.Advisor-81].Name;Oak
[Advisors.Advisor-82].Name;Stake
[Advisors.Advisor-83].Name;Pianist
[Advisors.Advisor-84].Name;Surgeon
[Advisors.Advisor-85].Name;Kirzach
[Advisors.Advisor-86].Name;Koschei
[Advisors.Advisor-87].Name;Goblin
[Advisors.Advisor-88].Name;Skull
[Advisors.Advisor-89].Name;Doublet
[Advisors.Advisor-90].Name;Ridge
[Advisors.Advisor-91].Name;Tank
[Advisors.Advisor-92].Name;Black
[Advisors.Advisor-93].Name;Snout
[Advisors.Advisor-94].Name;Serbin
[Advisors.Advisor-Zombie-Kontroler].Name;Controller
[Achievements.Achiv-1].Name;
[Achievements.Achiv-1].Desc;
[Achievements.Achiv-1].Desc-Logo;
[Achievements.Achiv-2].Name;
[Achievements.Achiv-2].Desc;
[Achievements.Achiv-2].Desc-Logo;
[Achievements.Achiv-3].Name;
[Achievements.Achiv-3].Desc;
[Achievements.Achiv-3].Desc-Logo;
[Achievements.Achiv-4].Name;
[Achievements.Achiv-4].Desc;
[Achievements.Achiv-4].Desc-Logo;
[Achievements.Achiv-5].Name;
[Achievements.Achiv-5].Desc;
[Achievements.Achiv-5].Desc-Logo;
[Achievements.Achiv-6].Name;
[Achievements.Achiv-6].Desc;
[Achievements.Achiv-6].Desc-Logo;
[Traders.World].Name;
[Traders.World].NeedText;
[Traders.YourGroup].Name;
[Traders.YourGroup].NeedText;
[Traders.OtherGroup].Name;
[Traders.OtherGroup].NeedText;
[Traders.Trader1].Name;
[Traders.Trader1].NeedText;
[Traders.Trader2].Name;
[Traders.Trader2].NeedText;
[Traders.Trader4].Name;
[Traders.Trader4].NeedText;
[StoryEvents.Event-NewWay].Name;
[StoryEvents.Event-NewWay].Desc-Owner;
[StoryEvents.Event-NewWay].Desc-NonOwner;
[StoryEvents.Event-LeaveMerc-RemoveUnit-1].Name;
[StoryEvents.Event-LeaveMerc-RemoveUnit-1].Desc-Owner;
[StoryEvents.Event-LeaveMerc-RemoveUnit-1].Desc-NonOwner;
[StoryEvents.Event-LeaveMerc-RemoveUnit-2].Name;
[StoryEvents.Event-LeaveMerc-RemoveUnit-2].Desc-Owner;
[StoryEvents.Event-LeaveMerc-RemoveUnit-2].Desc-NonOwner;
[StoryEvents.Event-LeaveMerc-ChangeOwner-1].Name;
[StoryEvents.Event-LeaveMerc-ChangeOwner-1].Desc-Owner;
[StoryEvents.Event-LeaveMerc-ChangeOwner-1].Desc-NonOwner;
[StoryEvents.Event-LeaveMerc-ChangeOwner-2].Name;
[StoryEvents.Event-LeaveMerc-ChangeOwner-2].Desc-Owner;
[StoryEvents.Event-LeaveMerc-ChangeOwner-2].Desc-NonOwner;
[StoryEvents.Event-LeaveMerc-AddUnit-1].Name;
[StoryEvents.Event-LeaveMerc-AddUnit-1].Desc-Owner;
[StoryEvents.Event-LeaveMerc-AddUnit-1].Desc-NonOwner;
[StoryEvents.Event-LeaveMerc-AddUnit-2].Name;
[StoryEvents.Event-LeaveMerc-AddUnit-2].Desc-Owner;
[StoryEvents.Event-LeaveMerc-AddUnit-2].Desc-NonOwner;
[StoryEvents.Event-150].Name;
[StoryEvents.Event-150].Desc-Owner;
[StoryEvents.Event-150].Desc-NonOwner;
[StoryEvents.Event-151].Name;
[StoryEvents.Event-151].Desc-Owner;
[StoryEvents.Event-151].Desc-NonOwner;
[StoryEvents.Event-152].Name;
[StoryEvents.Event-152].Desc-Owner;
[StoryEvents.Event-152].Desc-NonOwner;
[StoryEvents.Event-153].Name;
[StoryEvents.Event-153].Desc-Owner;
[StoryEvents.Event-153].Desc-NonOwner;
[StoryEvents.Event-154].Name;
[StoryEvents.Event-154].Desc-Owner;
[StoryEvents.Event-154].Desc-NonOwner;
[StoryEvents.Event-155].Name;
[StoryEvents.Event-155].Desc-Owner;
[StoryEvents.Event-155].Desc-NonOwner;
[StoryEvents.Event-156].Name;
[StoryEvents.Event-156].Desc-Owner;
[StoryEvents.Event-156].Desc-NonOwner;
[StoryEvents.Event-157].Name;
[StoryEvents.Event-157].Desc-Owner;
[StoryEvents.Event-157].Desc-NonOwner;
[StoryEvents.Event-158].Name;
[StoryEvents.Event-158].Desc-Owner;
[StoryEvents.Event-158].Desc-NonOwner;
[StoryEvents.Event-159].Name;
[StoryEvents.Event-159].Desc-Owner;
[StoryEvents.Event-159].Desc-NonOwner;
[StoryEvents.Event-160].Name;
[StoryEvents.Event-160].Desc-Owner;
[StoryEvents.Event-160].Desc-NonOwner;
[StoryEvents.Event-161].Name;
[StoryEvents.Event-161].Desc-Owner;
[StoryEvents.Event-161].Desc-NonOwner;
[StoryEvents.Event-162].Name;
[StoryEvents.Event-162].Desc-Owner;
[StoryEvents.Event-162].Desc-NonOwner;
[StoryEvents.Event-163].Name;
[StoryEvents.Event-163].Desc-Owner;
[StoryEvents.Event-163].Desc-NonOwner;
[StoryEvents.Event-164].Name;
[StoryEvents.Event-164].Desc-Owner;
[StoryEvents.Event-164].Desc-NonOwner;
[StoryEvents.Event-165].Name;
[StoryEvents.Event-165].Desc-Owner;
[StoryEvents.Event-165].Desc-NonOwner;
[StoryEvents.Event-166].Name;
[StoryEvents.Event-166].Desc-Owner;
[StoryEvents.Event-166].Desc-NonOwner;
[StoryEvents.Event-167].Name;
[StoryEvents.Event-167].Desc-Owner;
[StoryEvents.Event-167].Desc-NonOwner;
[StoryEvents.Event-168].Name;
[StoryEvents.Event-168].Desc-Owner;
[StoryEvents.Event-168].Desc-NonOwner;
[StoryEvents.Event-169].Name;
[StoryEvents.Event-169].Desc-Owner;
[StoryEvents.Event-169].Desc-NonOwner;
[StoryEvents.Event-170].Name;
[StoryEvents.Event-170].Desc-Owner;
[StoryEvents.Event-170].Desc-NonOwner;
[StoryEvents.Event-171].Name;
[StoryEvents.Event-171].Desc-Owner;
[StoryEvents.Event-171].Desc-NonOwner;
[StoryEvents.Event-172].Name;
[StoryEvents.Event-172].Desc-Owner;
[StoryEvents.Event-172].Desc-NonOwner;
[StoryEvents.Event-173].Name;
[StoryEvents.Event-173].Desc-Owner;
[StoryEvents.Event-173].Desc-NonOwner;
[StoryEvents.Event-174].Name;
[StoryEvents.Event-174].Desc-Owner;
[StoryEvents.Event-174].Desc-NonOwner;
[StoryEvents.Event-175].Name;
[StoryEvents.Event-175].Desc-Owner;
[StoryEvents.Event-175].Desc-NonOwner;
[StoryEvents.Event-176].Name;
[StoryEvents.Event-176].Desc-Owner;
[StoryEvents.Event-176].Desc-NonOwner;
[StoryEvents.Event-177].Name;
[StoryEvents.Event-177].Desc-Owner;
[StoryEvents.Event-177].Desc-NonOwner;
[StoryEvents.Event-178].Name;
[StoryEvents.Event-178].Desc-Owner;
[StoryEvents.Event-178].Desc-NonOwner;
[StoryEvents.Event-179].Name;
[StoryEvents.Event-179].Desc-Owner;
[StoryEvents.Event-179].Desc-NonOwner;
[StoryEvents.Event-180].Name;
[StoryEvents.Event-180].Desc-Owner;
[StoryEvents.Event-180].Desc-NonOwner;
[StoryEvents.Event-181].Name;
[StoryEvents.Event-181].Desc-Owner;
[StoryEvents.Event-181].Desc-NonOwner;
[StoryEvents.Event-238].Name;
[StoryEvents.Event-238].Desc-Owner;
[StoryEvents.Event-238].Desc-NonOwner;
ScenarioName;
ScenarioDescription;
ScenarioVictoryDescription;
ScenarioLoseDescription;
[Groups.bandits.:main].Spy1-Name;
[Groups.bandits.:main].Spy2-Name;
[Groups.bandits.:main].Spy3-Name;
[Groups.bandits.:main].Spy4-Name;
[Groups.bandits.:main].Name;
[Groups.bandits.:main].Description;
[Groups.bandits.:main].DiplomacyText-Question-War;
[Groups.bandits.:main].DiplomacyText-Question-Neutral;
[Groups.bandits.:main].DiplomacyText-Question-Alliance;
[Groups.bandits.:main].DiplomacyText-Question-BreakAlliance;
[Groups.bandits.:main].DiplomacyText-RequestMoney-Ask;
[Groups.bandits.:main].DiplomacyText-Ans-0-Down;
[Groups.bandits.:main].DiplomacyText-Ans-1-Down;
[Groups.bandits.:main].DiplomacyText-Ans-1-No;
[Groups.bandits.:main].DiplomacyText-Ans-1-Yes;
[Groups.bandits.:main].DiplomacyText-Ans-2-No;
[Groups.bandits.:main].DiplomacyText-Ans-2-Yes;
[Groups.bandits.:main].DiplomacyText-RequestMoney-Ans-No;
[Groups.bandits.:main].DiplomacyText-RequestMoney-Ans-Yes;
[Groups.bandits.:main].DiplomacyText-Question-Neutral-No;
[Groups.bandits.:main].DiplomacyText-Question-Neutral-Yes;
[Groups.bandits.:main].DiplomacyText-Question-Alliance-No;
[Groups.bandits.:main].DiplomacyText-Question-Alliance-Yes;
[Groups.bandits.:main].Text-End-Step-Victory;
[Groups.bandits.:main].Text-End-EventFlag-Victory;
[Groups.bandits.:main].Text-End-Standart-Lose;
[Groups.bandits.:main].Text-End-Step-Lose;
[Groups.bandits.:main].Text-End-EventFlag-Lose;
[Groups.bandits.Anarchy].Text-End-Standart-Victory;
[Groups.bandits.AntiZone].Text-End-Standart-Victory;
[Groups.bandits.Control].Text-End-Standart-Victory;
[Groups.bandits.Crime].Text-End-Standart-Victory;
[Groups.bandits.Crime].Text-End-Standart-Lose;
[Groups.bandits.Crime].Text-End-Step-Lose;
[Groups.bandits.Exploring].Text-End-Standart-Victory;
[Groups.bandits.Growth].Text-End-Standart-Victory;
[Groups.bandits.Growth].Text-End-Standart-Lose;
[Groups.bandits.Growth].Text-End-Step-Lose;
[Groups.bandits.Mercenary].Text-End-Standart-Victory;
[Groups.bandits.Sectarianism].Text-End-Standart-Victory;
[Groups.bandits.Stability].Text-End-Standart-Victory;
[Groups.bandits.Stalkers].Text-End-Standart-Victory;
[Groups.bandits.Unknow].Text-End-Standart-Victory;
[Groups.bandits.Unknow].Text-End-Standart-Lose;
[Groups.bandits.Unknow].Text-End-Step-Lose;
[Groups.bandits.Zombie].Text-End-Standart-Victory;
[Groups.Mercenaries.:main].Spy1-Name;
[Groups.Mercenaries.:main].Spy2-Name;
[Groups.Mercenaries.:main].Spy3-Name;
[Groups.Mercenaries.:main].Spy4-Name;
[Groups.Mercenaries.:main].Name;
[Groups.Mercenaries.:main].Description;
[Groups.Mercenaries.:main].DiplomacyText-Question-War;
[Groups.Mercenaries.:main].DiplomacyText-Question-Neutral;
[Groups.Mercenaries.:main].DiplomacyText-Question-Alliance;
[Groups.Mercenaries.:main].DiplomacyText-Question-BreakAlliance;
[Groups.Mercenaries.:main].DiplomacyText-RequestMoney-Ask;
[Groups.Mercenaries.:main].DiplomacyText-Ans-0-Down;
[Groups.Mercenaries.:main].DiplomacyText-Ans-1-Down;
[Groups.Mercenaries.:main].DiplomacyText-Ans-1-No;
[Groups.Mercenaries.:main].DiplomacyText-Ans-1-Yes;
[Groups.Mercenaries.:main].DiplomacyText-Ans-2-No;
[Groups.Mercenaries.:main].DiplomacyText-Ans-2-Yes;
[Groups.Mercenaries.:main].DiplomacyText-RequestMoney-Ans-No;
[Groups.Mercenaries.:main].DiplomacyText-RequestMoney-Ans-Yes;
[Groups.Mercenaries.:main].DiplomacyText-Question-Neutral-No;
[Groups.Mercenaries.:main].DiplomacyText-Question-Neutral-Yes;
[Groups.Mercenaries.:main].DiplomacyText-Question-Alliance-No;
[Groups.Mercenaries.:main].DiplomacyText-Question-Alliance-Yes;
[Groups.Mercenaries.:main].Text-End-Step-Victory;
[Groups.Mercenaries.:main].Text-End-EventFlag-Victory;
[Groups.Mercenaries.:main].Text-End-Standart-Lose;
[Groups.Mercenaries.:main].Text-End-Step-Lose;
[Groups.Mercenaries.:main].Text-End-EventFlag-Lose;
[Groups.Mercenaries.Anarchy].Text-End-Standart-Victory;
